scientific_name	strain	gcf_accession	refseq_category	phylum	class	order	family	genus	species	habitat	oxygen_requirement	gut_flag	pathogenicity
Parvibaculum lavamentivorans DS-1	DS-1	GCF_000017565.1	reference genome	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Parvibaculaceae	Parvibaculum	Parvibaculum lavamentivorans	soil/rhizosphere	aerobe	non_gut	non_pathogenic
Parvicella tangerina	AS29M-1	GCF_907165195.1	reference genome	Bacteroidota	Flavobacteriia	Flavobacteriales	Parvicellaceae	Parvicella	Parvicella tangerina	freshwater/marine/clinical	aerobe	non_gut	non_pathogenic
Parvimonas micra	NCTC11808	GCF_900637905.1	reference genome	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas micra	soil/gut/clinical	facultative_anaerobe	gut_associated	non_pathogenic
Parvularcula bermudensis HTCC2503	HTCC2503	GCF_000152825.2	reference genome	Pseudomonadota	Alphaproteobacteria	Parvularculales	Parvularculaceae	Parvularcula	Parvularcula bermudensis	soil/water	aerobe	non_gut	non_pathogenic
Pasteurella dagmatis	NCTC11617	GCF_900186835.1	reference genome	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Pasteurella dagmatis	animal/clinical	facultative_anaerobe	non_gut	pathogen (animal)
Paucilactobacillus hokkaidonensis JCM 18461	LOOC260	GCF_000829395.1	reference genome	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Paucilactobacillus	Paucilactobacillus hokkaidonensis	human gut/dairy	facultative_anaerobe	gut_dominant	non_pathogenic
Pectinatus haikarae	TMW 2.2463	GCF_050916305.1	reference genome	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	Pectinatus	Pectinatus haikarae	human gut/oral	obligate_anaerobe	gut_associated	non_pathogenic
Pectobacterium parmentieri	RNS 08-42-1A	GCF_001742145.1	reference genome	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	Pectobacterium parmentieri	plant	facultative_anaerobe	non_gut	pathogen (plant)
Pediococcus siamensis	LMG 24279	GCF_047220215.1	reference genome	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus siamensis	food/plant	facultative_anaerobe	non_gut	non_pathogenic
Pedobacter heparinus DSM 2366	DSM 2366	GCF_000023825.1	reference genome	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter heparinus	water/clinical	aerobe	non_gut	non_pathogenic
Pelagerythrobacter marensis	KCTC 22370	GCF_001028625.1	reference genome	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Pelagerythrobacter	Pelagerythrobacter marensis	soil/water	aerobe	non_gut	non_pathogenic
Pelagibacterium flavum	YIM 151497	GCF_025854335.1	reference genome	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Pelagibacterium	Pelagibacterium flavum	soil/rhizosphere	aerobe	non_gut	non_pathogenic
Pelagovum pacificum	SM1903	GCF_016134045.1	reference genome	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pelagovum	Pelagovum pacificum	soil/water	aerobe	non_gut	non_pathogenic
Pelistega ratti	NLN63	GCF_009833965.1	reference genome	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pelistega	Pelistega ratti	soil/clinical	aerobe	non_gut	opportunistic_pathogen
Pelobacter propionicus DSM 2379	DSM 2379	GCF_000015045.1	reference genome	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	Pelobacter propionicus	sediment/soil	anaerobe	non_gut	non_pathogenic
Pelodictyon luteolum DSM 273	DSM 273	GCF_000012485.1	reference genome	Chlorobiota	Chlorobiia	Chlorobiales	Chlorobiaceae	Pelodictyon	Pelodictyon luteolum	unknown habitat	facultative_anaerobe	non_gut	non_pathogenic
Pelolinea submarina	MO-CFX1	GCF_003966975.1	reference genome	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Pelolinea	Pelolinea submarina	hot springs	facultative_anaerobe	non_gut	non_pathogenic
Pendulispora rubella	MSr11367	GCF_037157805.1	reference genome	Myxococcota	Myxococcia	Myxococcales	Pendulisporaceae	Pendulispora	Pendulispora rubella	soil	aerobe	non_gut	non_pathogenic
Pengzhenrongella phosphoraccumulans	M0-14	GCF_045689905.1	reference genome	Actinomycetota	Actinomycetes	Micrococcales		Pengzhenrongella	Pengzhenrongella phosphoraccumulans	soil/clinical	aerobe	non_gut	non_pathogenic
Peptacetobacter hiranonis	DSM 13275	GCF_008151785.1	reference genome	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Peptacetobacter	Peptacetobacter hiranonis	human gut/clinical	obligate_anaerobe	gut_associated	opportunistic_pathogen
Peptoclostridium acidaminophilum DSM 3953	al-2	GCF_000597865.1	reference genome	Bacillota	Clostridia	Peptostreptococcales	Peptoclostridiaceae	Peptoclostridium	Peptoclostridium acidaminophilum	human gut	obligate_anaerobe	gut_associated	opportunistic_pathogen
Peptoniphilus harei	FDAARGOS_1136	GCF_016726485.1	reference genome	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus harei	soil/gut/clinical	facultative_anaerobe	gut_associated	non_pathogenic
Peptostreptococcus equinus	CBA3647	GCF_027125355.1	reference genome	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus equinus	human gut/clinical	obligate_anaerobe	gut_associated	opportunistic_pathogen
Peredibacter starrii	A3.12	GCF_034259205.1	reference genome	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	Peredibacter starrii	soil/freshwater	aerobe	non_gut	non_pathogenic
Peribacillus simplex NBRC 15720 = DSM 1321	DSM 1321	GCF_002243645.1	reference genome	Bacillota	Bacilli	Bacillales	Bacillaceae	Peribacillus	Peribacillus simplex	soil	aerobe	non_gut	non_pathogenic
Periweissella cryptocerci	26KH-42	GCF_004358325.1	reference genome	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Periweissella	Periweissella cryptocerci	human gut/dairy	facultative_anaerobe	gut_dominant	non_pathogenic
Permianibacter aggregans	HW001	GCF_009756665.1	reference genome	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Permianibacter	Permianibacter aggregans	soil/water/clinical	aerobe	non_gut	opportunistic_pathogen
Persephonella marina EX-H1	EX-H1	GCF_000021565.1	reference genome	Aquificota	Aquificia	Aquificales	Hydrogenothermaceae	Persephonella	Persephonella marina	hydrothermal	microaerophile	non_gut	non_pathogenic
Persicimonas caeni	YN101	GCF_007993775.1	reference genome		Deltaproteobacteria	Bradymonadales	Bradymonadaceae	Persicimonas	Persicimonas caeni	sediment/soil	obligate_anaerobe	non_gut	non_pathogenic
Persicobacter psychrovividus	NBRC 101262	GCF_036492425.1	reference genome	Bacteroidota	Cytophagia	Cytophagales	Persicobacteraceae	Persicobacter	Persicobacter psychrovividus	soil	aerobe	non_gut	non_pathogenic
Peterkaempfera podocarpi	SMS 1(5)a	GCF_042466665.1	reference genome	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Peterkaempfera	Peterkaempfera podocarpi	soil	aerobe	non_gut	non_pathogenic
Peteryoungia algae	SSM4.3	GCF_030369675.1	reference genome	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Peteryoungia	Peteryoungia algae	soil/rhizosphere	aerobe	non_gut	non_pathogenic
Petrimonas mucosa	ING2-E5A	GCF_900095795.1	reference genome	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Petrimonas	Petrimonas mucosa	human gut	obligate_anaerobe	gut_dominant	non_pathogenic
Petrocella atlantisensis		GCF_900538275.1	reference genome	Bacillota	Clostridia	Lachnospirales	Vallitaleaceae	Petrocella	Petrocella atlantisensis	human gut	obligate_anaerobe	gut_dominant	non_pathogenic
Petrotoga mobilis SJ95	SJ95	GCF_000018605.1	reference genome	Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	Petrotoga	Petrotoga mobilis	hydrothermal vent	anaerobe	non_gut	non_pathogenic
Phaeobacter gallaeciensis DSM 26640	DSM 26640	GCF_000511385.1	reference genome	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis	soil/water	aerobe	non_gut	non_pathogenic
Phaeodactylibacter xiamenensis		GCF_965229835.1	reference genome	Bacteroidota	Saprospiria	Saprospirales	Haliscomenobacteraceae	Phaeodactylibacter	Phaeodactylibacter xiamenensis	gut/oral/environment	obligate_anaerobe	gut_associated	non_pathogenic
Phascolarctobacterium faecium	JCM 30894	GCF_003945365.1	reference genome	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium faecium	human gut/oral	obligate_anaerobe	gut_associated	non_pathogenic
Phenylobacterium zucineum HLK1	HLK1	GCF_000017265.1	reference genome	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium zucineum	freshwater	aerobe	non_gut	non_pathogenic
Phnomibacter ginsenosidimutans	SB-02	GCF_009740285.1	reference genome	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Phnomibacter	Phnomibacter ginsenosidimutans	soil	aerobe	non_gut	non_pathogenic
Phocaeicola vulgatus ATCC 8482	ATCC 8482	GCF_000012825.1	reference genome	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus	human gut	obligate_anaerobe	gut_dominant	non_pathogenic
Phocoenobacter atlanticus subsp. cyclopteri	NVIO 9100	GCF_018343795.1	reference genome	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Phocoenobacter	Phocoenobacter atlanticus	animal/clinical	facultative_anaerobe	non_gut	pathogen (animal)
Phoenicibacter congonensis		GCF_902386915.1	reference genome	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Phoenicibacter	Phoenicibacter congonensis	human gut	obligate_anaerobe	gut_dominant	non_pathogenic
Phormidium nigroviride PCC 7112	PCC 7112	GCF_000317475.1	reference genome	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Phormidium	Phormidium nigroviride	freshwater/marine	aerobe	non_gut	non_pathogenic
Photobacterium swingsii	CECT 7576	GCF_024346715.1	reference genome	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium swingsii	marine	facultative_anaerobe	non_gut	non_pathogenic
Photorhabdus laumondii subsp. laumondii	TT01	GCF_003343245.1	reference genome	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Photorhabdus	Photorhabdus laumondii	human gut/environment	facultative_anaerobe	gut_associated	opportunistic_pathogen
Phototrophicus methaneseepsis	ZRK33	GCF_015500095.1	reference genome	Chloroflexota	Candidatus Thermofontia	Phototrophicales	Phototrophicaceae	Phototrophicus	Phototrophicus methaneseepsis	hot springs	facultative_anaerobe	non_gut	non_pathogenic
Phreatobacter stygius	KCTC 52518	GCF_005144885.1	reference genome	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phreatobacteraceae	Phreatobacter	Phreatobacter stygius	soil/rhizosphere	aerobe	non_gut	non_pathogenic
Phycicoccus jejuensis	QJJ-866	GCF_044797865.1	reference genome	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Phycicoccus	Phycicoccus jejuensis	soil/clinical	aerobe	non_gut	non_pathogenic
Phycisphaera mikurensis NBRC 102666	NBRC 102666	GCF_000284115.1	reference genome	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	Phycisphaera mikurensis	freshwater/marine	aerobe	non_gut	non_pathogenic
Phycobium rhodophyticola	D3-12	GCF_025916135.1	reference genome	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phycobium	Phycobium rhodophyticola	soil/water	aerobe	non_gut	non_pathogenic
Phyllobacterium zundukense	Tri-48; RCAM 03910	GCF_002764115.1	reference genome	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Phyllobacterium	Phyllobacterium zundukense	soil/rhizosphere	aerobe	non_gut	non_pathogenic
Phytobacter cepae	AG2a	GCF_054165735.1	reference genome	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Phytobacter	Phytobacter cepae	human gut/environment	facultative_anaerobe	gut_associated	opportunistic_pathogen
Phytohabitans suffuscus	NBRC 105367	GCF_011764565.1	reference genome	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Phytohabitans	Phytohabitans suffuscus	soil/clinical	aerobe	non_gut	non_pathogenic
Piezobacter thermophilus	JCM 14636	GCF_055386745.1	reference genome	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Piezobacter	Piezobacter thermophilus	soil/water	aerobe	non_gut	non_pathogenic
Pigmentiphaga aceris	Mada1488	GCF_008119665.1	reference genome	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pigmentiphaga	Pigmentiphaga aceris	soil/clinical	aerobe	non_gut	opportunistic_pathogen
Pikeienuella piscinae	RR4-56	GCF_011044155.1	reference genome	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pikeienuella	Pikeienuella piscinae	soil/water	aerobe	non_gut	non_pathogenic
Pimelobacter simplex	VKM Ac-2033D	GCF_000785495.1	reference genome	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Pimelobacter	Pimelobacter simplex	dairy/skin	anaerobe	non_gut	non_pathogenic
Pirellulimonas nuda	Pla175	GCF_007750855.1	reference genome	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Pirellulimonas	Pirellulimonas nuda	freshwater/marine	aerobe	non_gut	non_pathogenic
Piscibacter tructae	9N8	GCF_055383505.1	reference genome	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Piscibacter	Piscibacter tructae	human gut/oral	anaerobe	gut_associated	opportunistic_pathogen
Piscinibacter gummiphilus	NBRC 109400	GCF_002762215.1	reference genome	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Piscinibacter	Piscinibacter gummiphilus	soil/clinical	aerobe	non_gut	opportunistic_pathogen
Piscinibacterium candidicorallinum	LMG 29480	GCF_047549485.1	reference genome	Pseudomonadota	Betaproteobacteria	Burkholderiales		Piscinibacterium	Piscinibacterium candidicorallinum	soil/clinical	aerobe	non_gut	opportunistic_pathogen
Piscirickettsia salmonis	Psal-070	GCF_009708955.1	reference genome	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Piscirickettsia	Piscirickettsia salmonis	soil/water/clinical	facultative_anaerobe	non_gut	opportunistic_pathogen
Pistricoccus aurantiacus	CBA4606	GCF_007954585.1	reference genome	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Pistricoccus	Pistricoccus aurantiacus	soil/water/clinical	facultative_anaerobe	non_gut	opportunistic_pathogen
Planctellipticum variicoloris	SH412	GCF_030622045.1	reference genome	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctellipticum	Planctellipticum variicoloris	freshwater/marine	aerobe	non_gut	non_pathogenic
Planctomicrobium stercoris	SH661	GCF_051465655.1	reference genome	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomicrobium	Planctomicrobium stercoris	freshwater/marine	aerobe	non_gut	non_pathogenic
Planctopirus limnophila DSM 3776	DSM 3776	GCF_000092105.1	reference genome	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctopirus	Planctopirus limnophila	freshwater/marine	aerobe	non_gut	non_pathogenic
Planktothricoides raciborskii GIHE-MW2	GIHE-MW2	GCF_040564635.1	reference genome	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Planktothricoides	Planktothricoides raciborskii	freshwater/marine	aerobe	non_gut	non_pathogenic
Planktothrix agardhii	No.976	GCF_904830935.1	reference genome	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Planktothrix	Planktothrix agardhii	freshwater/marine	aerobe	non_gut	non_pathogenic
Planococcus maritimus	DSM 17275	GCF_001687625.2	reference genome	Bacillota	Bacilli	Bacillales	Caryophanaceae	Planococcus	Planococcus maritimus	soil	aerobe	non_gut	non_pathogenic
Pleionea litopenaei	HL-JVS1	GCF_031198435.1	reference genome	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Pleioneaceae	Pleionea	Pleionea litopenaei	soil/water/clinical	facultative_anaerobe	non_gut	opportunistic_pathogen
Pleomorphochaeta naphthae	JCM 31871	GCF_055396005.1	reference genome	Spirochaetota	Spirochaetia	Spirochaetales	Sphaerochaetaceae	Pleomorphochaeta	Pleomorphochaeta naphthae	animal/human	anaerobe	non_gut	opportunistic_pathogen
Plesiomonas shigelloides	7A	GCF_020991025.1	reference genome	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Plesiomonas	Plesiomonas shigelloides	human gut/environment	facultative_anaerobe	gut_associated	opportunistic_pathogen
[Enterobacter] lignolyticus SCF1	SCF1	GCF_000164865.1	reference genome	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pluralibacter	[Enterobacter] lignolyticus	human gut/environment	facultative_anaerobe	gut_associated	opportunistic_pathogen
Pokkaliibacter plantistimulans	L1E11	GCF_046844695.1	reference genome	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Balneatrichaceae	Pokkaliibacter	Pokkaliibacter plantistimulans	soil/water/clinical	facultative_anaerobe	non_gut	opportunistic_pathogen
Polaribacter reichenbachii	6Alg 8T	GCF_001975665.1	reference genome	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter reichenbachii	freshwater/marine/clinical	aerobe	non_gut	non_pathogenic
Polaromonas naphthalenivorans CJ2	CJ2	GCF_000015505.1	reference genome	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Polaromonas naphthalenivorans	soil/clinical	aerobe	non_gut	opportunistic_pathogen
Pollutimonas thiosulfatoxidans	YE3	GCF_004022565.1	reference genome	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pollutimonas	Pollutimonas thiosulfatoxidans	soil/clinical	aerobe	non_gut	opportunistic_pathogen
Polyangium aurulentum	SDU3-1	GCF_005144635.2	reference genome	Myxococcota		Polyangiales	Polyangiaceae	Polyangium	Polyangium aurulentum	unknown habitat	facultative_anaerobe	non_gut	non_pathogenic
Polycladomyces abyssicola	JIR-001	GCF_018326425.1	reference genome	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Polycladomyces	Polycladomyces abyssicola	soil	aerobe	non_gut	non_pathogenic
Polymorphospora rubra	NBRC 101157	GCF_018324255.1	reference genome	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Polymorphospora	Polymorphospora rubra	soil/clinical	aerobe	non_gut	non_pathogenic
Polymorphum gilvum SL003B-26A1	SL003B-26A1	GCF_000192745.1	reference genome	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Polymorphum	Polymorphum gilvum	soil/water	aerobe	non_gut	non_pathogenic
Polynucleobacter asymbioticus QLW-P1DMWA-1	QLW-P1DMWA-1	GCF_000016345.1	reference genome	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter asymbioticus	soil/clinical	aerobe	non_gut	opportunistic_pathogen
Polystyrenella longa	Pla110	GCF_007750395.1	reference genome	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Polystyrenella	Polystyrenella longa	freshwater/marine	aerobe	non_gut	non_pathogenic
Pontibacter korlensis	X14-1T	GCF_000973725.1	reference genome	Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter	Pontibacter korlensis	soil	aerobe	non_gut	non_pathogenic
Ponticoccus alexandrii	C31	GCF_016806125.1	reference genome	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Ponticoccus	Ponticoccus alexandrii	soil/water	aerobe	non_gut	non_pathogenic
Pontimonas salivibrio	CL-TW6	GCF_002950575.1	reference genome	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Pontimonas	Pontimonas salivibrio	soil/clinical	aerobe	non_gut	non_pathogenic
Pontivivens ytuae	MT2928	GCF_015679265.1	reference genome	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pontivivens	Pontivivens ytuae	soil/water	aerobe	non_gut	non_pathogenic
Porifericola rhodea	NBRC 107748	GCF_030506305.1	reference genome	Bacteroidota	Cytophagia	Cytophagales	Catalimonadaceae	Porifericola	Porifericola rhodea	soil	aerobe	non_gut	non_pathogenic
